date,volume,money,open,high,low,close,change,num
105/09/01,5965179,411120094.0,69.3,69.3,68.6,69.05,-0.35,1212
105/09/02,2615482,180788881.0,69.1,69.3,68.8,69.15,0.1,577
105/09/05,8523041,597721933.0,69.8,70.3,69.8,70.3,1.15,1576
105/09/06,7342971,518714114.0,70.25,70.9,70.25,70.85,0.55,1940
105/09/07,9686777,693084535.0,70.95,71.9,70.95,71.85,1.0,2834
105/09/08,4674329,334565799.0,71.8,71.8,71.4,71.6,-0.25,724
105/09/09,5230374,368985083.0,70.9,70.9,70.35,70.4,-1.2,1163
105/09/10,8825756,612259307.0,69.15,69.6,69.0,69.4,-1.0,1835
105/09/12,7236436,498384107.0,69.35,69.35,68.7,68.85,-0.55,1986
105/09/13,7123286,490199734.0,69.1,69.2,68.2,68.85,0.0,1413
105/09/14,5624161,386564787.0,68.5,69.05,68.45,68.45,-0.4,1162
105/09/19,9887905,695261205.0,69.4,71.0,69.4,71.0,2.55,2918
105/09/20,2795180,197878706.0,70.9,71.0,70.6,70.9,-0.1,796
105/09/21,12156219,864927150.0,70.75,71.35,70.55,71.25,0.35,3370
105/09/22,4929382,352530819.0,71.9,72.0,71.25,71.4,0.15,1128
105/09/23,4215738,302470817.0,71.5,71.9,71.4,71.9,0.5,1607
105/09/26,3736578,265907989.0,71.5,71.5,71.0,71.0,-0.9,765
105/09/29,9624483,691781380.0,71.85,72.15,71.4,71.9,0.9,2068
105/09/30,5843939,415283648.0,71.15,71.35,70.8,70.95,-0.95,820
